Rank,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
166,Braden Sparks,FAIR,20,34.3,17.6,6.1,14.7,0.412,2.9,7.7,0.379,2.6,3.3,0.8,0.6,2.4,2.9,2.7,1.4,0.2,2,1.7
167,Finley Bizjack,BTLR,19,35.8,17.6,5.2,12.5,0.412,1.8,5.8,0.318,5.4,6.1,0.896,0.6,2,2.6,2.4,0.6,0.1,1.7,1.2
168,Cameron Fens,SODAK,16,28.8,17.6,6.8,11.2,0.609,0,0,0,3.9,6.4,0.612,2.9,7.4,10.3,1.4,0.4,1.6,1.8,2.1
169,Thomas Haugh,FLA,17,33.6,17.5,5.7,12.2,0.469,1.9,5.4,0.352,4.2,5.4,0.783,2.1,3.7,5.8,1.9,1.4,1.1,1,2.5
170,Brayden Burries,ARZ,18,31.7,17.5,5.8,11.6,0.502,1.6,4.2,0.382,4.2,5.1,0.826,0.7,5.5,6.2,2.9,1.6,0.2,1.3,2
171,Jake Hall,UNM,20,32.2,17.5,6,12,0.496,3.3,7.1,0.465,2.3,3,0.767,0.6,3.2,3.8,1.7,0.9,0,1,1.6
172,A.J. Storr,MISS,18,28.3,17.5,6.4,14.8,0.436,1.2,3.8,0.324,3.4,4.3,0.782,0.7,2.6,3.3,2.1,1.2,0.1,1.3,1.9
173,Cade Tyson,MINN,19,37.5,17.5,5.2,11.4,0.456,2.2,5.2,0.418,4.9,5.8,0.838,1.4,4.2,5.6,2.2,0.7,0.3,1.6,2.3
174,Jordan Frison,CHATT,18,31.3,17.4,6.9,12.2,0.566,1.7,3.7,0.463,1.9,2.3,0.854,0.6,2.6,3.2,3.7,0.6,0.2,1.8,2.6
175,Nolan Minessale,STTOM,16,30.4,17.4,5.6,12.5,0.45,1.5,5,0.3,4.7,6.4,0.728,0.7,3.7,4.4,4.6,1.9,0.4,2.5,2.9
176,Richie Saunders,BYU,12,31.8,17.4,5.9,12.7,0.467,2.5,7.2,0.349,3.1,3.9,0.787,2.6,4.2,6.8,2,1.1,0.3,1.9,2.4
177,Jalen Haralson,ND,15,27.9,17.4,6,11.2,0.536,0.3,1.1,0.294,5.1,7.5,0.673,1.5,2.7,4.2,2.4,0.5,0.1,2.9,2.6
178,Tyren Moore,GASO,18,31.3,17.4,5.6,13.4,0.413,3,8.6,0.351,3.3,3.7,0.894,0.3,2.7,3.1,2.7,1.6,0.1,1.7,1.7
179,Josiah Davis,CSUN,20,34.4,17.4,6.4,13.1,0.489,0.2,1.1,0.143,4.4,6.7,0.662,1.4,3.9,5.2,8.5,1.1,0.4,5.1,2.9
180,Tyler Bilodeau,UCLA,20,31.7,17.4,6,11.9,0.502,2.1,4.7,0.436,3.4,4.1,0.829,1.2,5.1,6.3,1.1,0.4,0.4,1.3,2.6
181,Rashaud Marshall,APSU,18,30.9,17.3,6.2,8.8,0.703,0,0,0,5,7.2,0.692,2.8,3.8,6.6,1.5,1,0.9,1.2,2.7
182,Jamal Fuller,LIU,18,33.8,17.3,5.9,10.8,0.549,1.6,3.8,0.426,3.8,4.9,0.775,1.2,3.8,5,3.1,0.9,1.1,2.2,2.6
183,Davion Bailey,UIW,22,36.2,17.3,5.3,14.3,0.371,2.9,8.3,0.346,3.8,5,0.771,0.5,2.9,3.4,2,1.3,0.3,2.4,2.5
184,Jeremiah Wilkinson,UGA,16,28.6,17.3,5.3,13.8,0.385,2.7,7.5,0.358,4,5.1,0.79,0.3,2.1,2.4,1.9,1.5,0.3,1.7,1.8
185,Sonny Wilson,U of T,18,37,17.3,6.6,13.6,0.488,1.3,3.2,0.414,2.7,3.9,0.7,1.4,2.7,4.1,4.8,1.2,0,1.4,1.4
186,Kingston Flemings,U of H,18,32.9,17.3,6.4,14.4,0.442,1.1,3.2,0.333,3.4,3.9,0.873,0.4,3.8,4.2,5.7,1.2,0.4,1.9,2.1
187,Jalen Speer,MARSH,18,34.3,17.3,5.8,14.2,0.41,3.1,7.9,0.392,2.5,3.1,0.804,0.5,3.5,4,5.3,1.1,0.1,2.4,2.6
188,Coleton Benson,NEWOR,22,35.8,17.3,5.1,12.5,0.412,2.5,7.1,0.353,4.5,4.9,0.917,0.3,2.6,2.9,1.8,0.7,0.1,1.9,2
189,"Leroy Blyden, Jr.",U of T,18,34.2,17.2,6,12.8,0.468,2.2,5.8,0.375,3.1,3.6,0.859,0.7,4.1,4.8,4.3,1.6,0.2,1.9,2.7
190,Anthony McComb III,NORF,14,34.4,17.2,4.9,11.6,0.417,2.1,5.4,0.387,5.4,6.7,0.809,1.1,2.2,3.4,1.8,0.9,0.2,1.8,2.3
191,"Larry Hughes, Jr.",CSUN,19,32.4,17.2,5.3,13.9,0.381,2.8,7.6,0.375,3.7,4.4,0.855,0.2,2.8,3,0.9,1.6,0.4,1.5,3.1
192,Tahj Staveskie,UIW,22,35.9,17.2,5.8,14.1,0.413,2.5,6.7,0.372,3,3.7,0.817,0.7,2.8,3.5,3.7,0.9,0.1,3,2
193,Aidan Kehoe,USNA,18,35.1,17.2,7.2,9.4,0.765,0,0,0,2.7,5.8,0.467,3.8,8.3,12.1,3.2,1.3,1.3,1.9,1.5
194,Tounde Yessoufou,BAYL,18,33.9,17.2,6.4,14.1,0.458,1.8,5.6,0.33,2.4,3.5,0.698,2.4,3.4,5.9,1.3,1.8,0.4,2,2.2
195,Jed Miller,MTSTU,18,36.6,17.1,5.4,11.7,0.467,2.9,7,0.421,3.3,4.2,0.787,1.9,4.3,6.2,3.4,1.7,0.2,1.4,2.3
196,Robert McCray V,FLAST,18,29.3,17.1,6,13.3,0.452,1.7,4.3,0.385,3.4,4.7,0.738,0.7,3.2,3.8,5.3,1.1,0.7,3.6,2.4
197,Flash Burton,RIDER,20,33.9,17.1,5.9,14.6,0.401,1.7,5.4,0.308,3.8,4.8,0.789,0.7,2.4,3,3.3,1.4,0.3,1.6,2.1
198,"Larry Johnson, Jr.",MCNST,22,26,17.1,6.2,12.6,0.495,0.8,3.1,0.261,3.8,5,0.771,1.6,4.1,5.7,1.6,1.2,0,1.2,1.4
199,Bryce Harris,HWRD,14,30.9,17.1,5.5,10.3,0.535,1,2.4,0.424,5.1,6.4,0.798,2.4,4.4,6.8,2.6,1,1.2,2.5,2.2
200,Adam Olsen,USA,18,38,17.1,5.3,13.8,0.382,3.4,9.1,0.372,3.1,3.8,0.824,0.2,4.6,4.8,0.9,0.8,0.2,1.2,0.9
201,Zuby Ejiofor,STJ,20,30.6,17,5.6,10,0.56,0.5,1.3,0.36,5.4,7.7,0.695,3.4,3.6,7,4,1.3,1.8,2,2.7
202,Micah Thomas,NSU,22,30.7,17,5.5,13,0.418,1.4,4,0.352,4.7,5.1,0.92,0.4,1.8,2.2,2.6,0.9,0.1,2.4,1.8
203,Jackson Hicke,PRIN,14,34.6,17,5.6,12,0.464,1.6,4.4,0.361,4.3,5,0.857,1.6,3.9,5.4,2.1,1,0.3,1.9,2.4
204,Jordan Crawford,SODAK,16,35.3,17,5.6,12.9,0.437,3.2,7.8,0.411,2.6,3.4,0.745,0.5,2.1,2.6,1.7,1,0.1,1.8,2.1
205,Max Mackinnon,LSU,17,34.5,17,5.9,14.8,0.397,2.1,6.2,0.34,3.1,3.5,0.883,0.4,2.2,2.6,2.7,0.5,0.3,2.2,1.8
206,Braeden Speed,L-MD,18,34.6,16.9,5.1,11.6,0.442,1.9,5.1,0.38,4.8,5.8,0.827,0.9,4,4.9,3.8,0.9,0.3,1.8,2.2
207,Skylar Wicks,STFPA,17,33.1,16.9,5.9,14.9,0.395,2.1,6,0.353,3.1,4.5,0.675,1.6,4.6,6.3,2.9,1.4,0.4,2.5,2.6
208,Jlynn Counter,C of C,18,33.2,16.9,5.2,11.6,0.447,1,2.9,0.346,5.6,7,0.794,0.5,4.5,5,6.7,1.9,0.3,3.3,2.3
209,"Nick Anderson, Jr.",RICE,18,30.7,16.9,5.4,11.6,0.471,2.9,7.3,0.402,3.1,4.1,0.743,1.2,3.6,4.8,1.1,1.2,0.3,1.1,2.4
210,Po'Boigh King,SHSU,18,31.2,16.9,5.7,12.9,0.44,2.5,6.4,0.391,3.1,3.6,0.846,0.6,1.7,2.3,1.8,0.8,0.1,0.9,1.7
211,Koron Davis,AAMU,18,30.3,16.9,5.2,11.1,0.472,1.2,3.8,0.309,5.3,6.1,0.872,0.9,3.7,4.6,0.8,0.8,0.2,2,2.3
212,Chad Baker-Mazara,USC,15,27.4,16.9,5.6,13,0.431,2.4,6.3,0.383,3.3,3.6,0.907,0.3,2.9,3.2,2.3,0.7,1.1,2.7,2.6
213,T.J. Power,PENN,14,35.9,16.9,6.3,13.1,0.481,2.9,6.1,0.477,1.4,2.2,0.613,1.6,5.5,7.1,2.1,1.1,0.6,1.8,2.1
214,Jaquan Johnson,BRDLY,20,31.4,16.9,5.2,12.3,0.423,1.7,4.1,0.407,4.8,6,0.807,0.9,2.8,3.6,3.7,2.1,0,1.5,2.5
215,Justyn Fernandez,DEL,20,38.2,16.9,5.6,13.2,0.422,2.3,5.9,0.381,3.5,3.9,0.909,0.4,4.2,4.6,1.8,0.9,0.5,3,2.4
216,Shilo Jackson,MOYNE,13,32.7,16.8,6.5,9.8,0.664,0,0.1,0,3.8,5.4,0.7,1.8,5.2,7,2.3,0.3,0.9,2.6,2.8
217,Jason Rivera-Torres,MONM,18,36.3,16.8,5.1,13.2,0.388,1.9,5.6,0.34,4.7,5.6,0.842,2.6,5.8,8.4,3.2,2.2,0.9,2.2,2.4
218,Kent Jackson,UNF,18,33.7,16.8,5.5,14.1,0.391,3.7,10.1,0.368,2.1,2.3,0.927,0.5,3.2,3.7,2.1,0.7,0,2.2,2.2
219,Dorian Finister,LA,16,33,16.8,5.4,11.8,0.463,1.7,3.8,0.443,4.3,5.8,0.739,1.4,3.2,4.6,2.1,1.2,0.4,1.6,1.9
220,DeSean Goode,RMU,20,31.1,16.8,6.4,9.6,0.661,1.4,2.2,0.636,2.7,3.5,0.771,2.9,5.6,8.4,1.7,0.9,0.6,1.5,2.1
221,"Ryan Prather, Jr.",RMU,20,34.6,16.8,5.9,13.2,0.447,2.8,7.2,0.382,2.3,2.5,0.9,1,2.2,3.2,3.9,1,0.1,1,1.5
222,Dailin Smith,CSUB,20,29.9,16.8,4.3,12.1,0.355,1.8,5.4,0.324,6.5,7.9,0.822,0.5,1.8,2.3,0.9,1.1,0.4,1.4,2.6
223,Karmani Gregory,USCU,15,33.2,16.8,5.7,13.6,0.417,2,5.8,0.345,3.5,4.5,0.765,0.5,1.9,2.4,2.9,1.4,0.3,2.3,1.5
224,Donnie Freeman,SYRA,18,32.1,16.8,5.7,12.1,0.475,1.2,3.9,0.31,4.1,5.4,0.763,1.1,6.8,7.8,1.1,0.8,0.9,2.6,2.4
225,Trae Broadnax,RICE,18,32.3,16.8,5.9,13,0.453,1.2,4.2,0.276,3.8,5,0.767,1,4.1,5.1,3.6,1.2,0.2,2.6,2.8
226,Hank Alvey,LEHI,18,32.8,16.7,6.7,10.7,0.625,0.1,0.3,0.4,3.3,4.7,0.702,1.9,4.9,6.9,1.9,1.4,1.7,1.4,2.5
227,Collin Kuhl,STET,17,26.2,16.7,6.8,9.9,0.686,0.1,0.2,0.5,2.9,4.8,0.61,2.6,4.7,7.3,0.6,0.8,0.3,1.6,3.4
228,Wyatt Fricks,MARSH,18,30.3,16.7,6.3,11,0.576,1.6,4.8,0.337,2.4,3.7,0.642,1.4,4.3,5.7,0.9,0.7,1.7,1,3.3
229,Tyler Cochran,URI,18,32.1,16.7,5.4,12.5,0.431,1.8,5.7,0.324,4.1,5.5,0.737,1.5,5.3,6.8,1.9,2.5,0.2,2.3,2.7
230,"Jaron Pierre, Jr.",SMU,18,33.4,16.7,6.2,13.5,0.461,2.4,5.8,0.413,1.8,2.4,0.75,0.7,4,4.7,2.3,1,0.5,2.2,1.7
231,Ace Glass,WSU,18,31.9,16.6,5.9,13.6,0.437,2.1,6.2,0.342,2.6,2.9,0.887,0.3,2.8,3.1,2.6,0.8,0.1,2.6,1.8
232,Orlando Lovejoy,UDM,20,32.2,16.6,6,13,0.462,0.2,1.1,0.19,4.4,5.1,0.863,0.7,3.2,3.8,3.7,1.7,0.2,2.1,2.1
233,Johnathan Lawson,UALR,19,38.1,16.6,5.1,13.5,0.379,2.6,7.4,0.348,3.8,4.4,0.867,0.6,3.6,4.2,3.9,1.6,0.8,1.6,2
234,Jabri Fitzpatrick,UNH,18,35.9,16.6,5.4,11,0.49,1.4,3.8,0.382,4.3,5.6,0.772,0.4,3.9,4.3,3.1,1.6,0.1,1.9,1.4
235,Don McHenry,U of U,18,30.7,16.6,5.8,13.3,0.433,2.4,6.4,0.379,2.6,3,0.852,0.6,2.1,2.6,1.8,0.6,0,0.8,1.2
236,"Marcus Banks, Jr.",UMass,18,32.7,16.6,5.4,13.3,0.404,3.6,9.3,0.383,2.2,2.7,0.833,0.2,2.4,2.6,1.9,1.3,0.1,1.2,2.9
237,Aidan Mahaney,UCSB,20,34.9,16.6,5.8,12.5,0.46,2.6,6.5,0.395,2.5,3,0.833,0.4,1.8,2.2,2.8,0.9,0.1,1.3,2.8
238,Preston Edmead,HOF,18,33.8,16.5,5,11.5,0.435,2.9,6.8,0.434,3.6,4.3,0.821,1.5,3.5,5,4.3,0.2,0,2.2,2.4
239,Jeremiah Johnson,CAM,18,37.1,16.5,5.3,12.1,0.438,1.5,3.9,0.386,4.4,5.2,0.86,0.7,3.4,4.1,2.6,0.7,0.2,2.2,2.8
240,T.J. Hurley,UVM,16,31.4,16.5,5.6,11.8,0.471,2.6,6.6,0.39,2.8,3.2,0.882,0.3,3.1,3.4,1.4,0.6,0.2,0.9,1.9
241,Braxton Williams,CTDL,18,32,16.5,5.6,13.9,0.4,2.6,7.8,0.326,2.8,3.4,0.823,1.4,2.2,3.6,1.9,0.7,0.3,2.3,1.9
242,Jackson Shelstad,OREG,2,37.5,16.5,6.5,12,0.542,2.5,7.5,0.333,1,1.5,0.667,0.5,2,2.5,3.5,0.5,0,2.5,2.5
243,R.J. Johnson,KENN,19,30.3,16.5,5.5,12.1,0.454,2,4.6,0.432,3.5,5.4,0.657,0.6,2.3,2.9,4.4,0.9,0.5,1.9,1.6
244,Braden Smith,PURD,20,35.7,16.5,5.9,12.3,0.48,2,5,0.404,2.7,3,0.883,0.6,2.9,3.5,8.4,1.9,0.2,2.9,1.8
245,Jordan Battle,ODU,18,36.2,16.4,4.4,10.8,0.41,2.7,6.4,0.422,4.8,5.7,0.853,0.4,3.3,3.7,3.1,1.7,0,1.8,2.1
246,Elijah Duval,SUU,18,27,16.4,5.8,12.3,0.475,1.1,2.8,0.392,3.7,5.7,0.647,0.9,3.2,4.2,3.7,1.2,0.3,3.7,3.1
247,Justin Wright,UNCA,16,34.3,16.4,5.8,13.3,0.434,1.2,4,0.297,3.8,4.8,0.789,0.6,2.4,3,3.2,1.1,0.1,1.4,2.4
248,Dontrez Williams,LIND,19,33.6,16.4,6.3,13.6,0.463,1,3.6,0.279,2.8,4.7,0.596,1.2,4,5.2,2.2,2.9,0.6,3.2,2.8
249,Rafael Castro,GW,12,30.7,16.4,6.3,10.3,0.61,0,0,0,3.9,6.5,0.603,3.8,6.6,10.4,2,2,2.2,1.9,1.5
250,Bradyn Hubbard,ACU,17,29.3,16.4,5.3,13.9,0.381,1.6,5.1,0.322,4.2,5.1,0.816,0.9,3.4,4.4,1.3,1.9,0.1,2.6,2.9
251,"Brett Decker, Jr.",LBRTY,20,35.4,16.4,5.4,10.8,0.502,3.2,7,0.46,2.4,2.8,0.873,0.2,2.2,2.4,1.1,0.3,0.2,0.9,0.9
252,Anthony Roy,OKST,18,30.9,16.4,4.9,11.9,0.409,3.2,8.3,0.383,3.4,4.3,0.805,0.4,3.6,4,1.3,0.7,0.2,1.6,1.8
253,Nate Bittle,OREG,14,33.3,16.4,5.9,13.6,0.432,1.4,4.9,0.275,3.3,4.8,0.687,2.1,4.8,6.9,3.1,1.1,1.4,2.7,1.8
254,Josh Smith,UWG,17,27.3,16.4,5.5,13.7,0.403,1.9,5.8,0.333,3.4,4.7,0.713,0.2,1.6,1.8,2.2,0.9,0.1,1.2,2.1
255,Milan Momcilovic,IWAST,18,31.3,16.3,5.3,10.8,0.487,3.6,7.5,0.474,2.2,2.4,0.909,0.2,2.9,3.1,1,0.6,0.3,0.9,1.8
256,Dai Dai Ames,Cal,18,32.3,16.3,5.8,13.4,0.436,1.3,4.2,0.307,3.4,3.7,0.924,0.2,1.7,1.9,2,0.4,0.2,1.9,2.8
257,Gus Yalden,UVM,16,28,16.3,6.1,12.6,0.485,1.5,4.1,0.369,2.6,3.6,0.707,1.9,4.9,6.8,2.6,0.6,0.5,1.9,2.3
258,Aden Holloway,UA,17,28.7,16.3,5.1,10.6,0.475,2.3,5.4,0.429,3.9,4.7,0.825,0.3,2.9,3.2,3.8,0.6,0,1.8,1.6
259,J.R. Konieczny,FGCU,14,33.3,16.3,6.1,13.8,0.446,1.4,4.8,0.284,2.6,3.8,0.698,1.6,5.1,6.6,2.4,1.4,0.5,1.4,2.1
260,Thijs De Ridder,UVA,18,28.6,16.3,5.7,11.3,0.5,0.9,3.2,0.298,4,5.2,0.774,2.5,3.9,6.4,1.9,0.9,0.4,2.2,2.2
261,"Juni Mobley, Jr.",OSU,18,32.9,16.3,5.3,11.8,0.453,3.4,7.9,0.427,2.2,2.7,0.833,0.4,2.2,2.6,2.6,0.9,0.2,2.1,2.1
262,Jaiden Glover,STJOE,18,33.3,16.3,5.6,13.1,0.428,2.7,7.9,0.338,2.4,3.6,0.662,1.3,3.7,5,1,0.8,0.3,1.7,1.5
263,Aaron Clark,PEPP,18,33.3,16.3,5.4,12.4,0.439,2.3,5.8,0.39,3.1,4,0.778,0.7,2.7,3.4,2.5,0.9,0.1,2.9,1.8
264,Michael Ajayi,BTLR,20,35.1,16.3,5.8,13.4,0.434,0.6,2.1,0.268,4.1,6.2,0.667,2.8,7.7,10.5,3.2,1.2,0.8,3.1,2.8
265,"Rob Lee, Jr.",LAMAR,22,28.5,16.2,5.6,12.6,0.448,2.4,6.1,0.396,2.5,3.2,0.789,0.5,2.9,3.4,1.8,0.5,0.1,1.7,2.4
266,Davion Hill,BLLST,18,29.3,16.2,5.8,12.3,0.475,1.4,3.9,0.357,3.2,4.1,0.781,0.8,4.1,4.9,2.4,1.4,0.4,1.7,1.7
267,Isaiah Evans,DUKE,18,28.6,16.2,5.3,11.7,0.45,2.9,7.5,0.393,2.7,3.1,0.875,0.2,2.3,2.5,1.2,1.1,0.5,0.9,1
268,Stefan Vaaks,PROV,18,32.8,16.2,5,13.3,0.377,2.7,8.7,0.308,3.6,4.1,0.877,0.4,2.2,2.6,3.1,0.7,0.2,1.9,2.1
269,Ethan Roberts,PENN,14,31.4,16.2,5,12.6,0.398,1.6,4.3,0.383,4.6,5.6,0.81,0.7,3.1,3.9,2.3,0.6,0.2,1.6,2.8
270,Tyler Houser,DEL,15,35.2,16.2,5.8,11.6,0.5,1.8,5,0.36,2.8,3.3,0.857,1.2,3.7,4.9,1.9,0.5,0.4,1.3,2.6
271,Javan Simmons,OHIO,17,29.2,16.2,5.9,10.6,0.556,0.2,0.6,0.273,4.2,6.1,0.692,2.8,3.6,6.4,1.8,0.8,1.1,1.4,3.2
272,Frank Mitchell,STBN,18,34.1,16.2,6.8,12.2,0.559,0,0.2,0,2.5,4.2,0.592,3.9,5.8,9.8,2.8,1.3,0.2,2.8,2.4
273,Michael Jacobs,SUBR,18,34.5,16.2,4.8,13.6,0.355,1.2,4,0.306,5.3,7.9,0.669,0.9,2.8,3.7,5.8,1.6,0.1,2.6,1.7
274,Ty-Laur Johnson,SAND,12,29.1,16.2,6.1,13.2,0.462,1.2,3.7,0.318,2.8,3.5,0.81,0.8,2.1,2.9,4.9,2.6,0.3,3.4,3
275,Izaiyah Nelson,USOFL,18,28.6,16.1,5.7,10.6,0.534,0.2,1.7,0.129,4.6,6.4,0.707,3.9,5.8,9.7,1.5,1.7,1.3,1.4,2.9
276,Brock Wisne,NOCOL,18,32.2,16.1,6.4,11.7,0.55,0.8,2.8,0.3,2.4,3.2,0.754,1.7,4.7,6.4,2.6,0.9,0.6,2.4,2.5
277,K.J. Younger,UNCG,18,29.4,16.1,5.3,12.1,0.442,2.1,5.8,0.356,3.4,4.6,0.744,1.2,3.5,4.7,1,1,0.3,1.1,2.4
278,Brycen Blaine,CHASO,9,29.4,16.1,5.7,14.6,0.389,2.7,9.2,0.289,2.1,3.7,0.576,0.9,6.1,7,2.3,1.7,0.1,4.6,3.3
279,A.J. Casey,UE,20,31.8,16.1,6.3,11.7,0.541,0.9,2.3,0.378,2.7,3.8,0.707,1.7,4.1,5.8,2.3,1.2,0.7,2.2,2.5
280,Blake Barkley,ETSU,17,31.2,16.1,5.5,9.6,0.577,0.5,1.4,0.348,4.5,5.3,0.856,1.6,5.2,6.8,1.5,0.9,0.2,1.7,1.5
281,Rashaun Agee,TAMU,18,30.4,16.1,5.3,11.7,0.455,0.7,2.9,0.231,4.7,6.3,0.746,2.9,6.3,9.3,2.8,0.8,0.9,1.6,2.6
282,Elias Ralph,PACI,18,34.1,16.1,5.7,12.2,0.466,1.7,4.3,0.385,3.1,3.7,0.833,2,5.3,7.3,2.1,0.7,0.8,2,2.1
283,Chance Gladden,BSTN,18,36.4,16.1,5.3,10.8,0.49,1.2,3.2,0.362,4.3,4.8,0.897,0.8,2.6,3.4,5.3,0.9,0.2,2.9,2.2
284,Mason Falslev,USU,20,32.6,16.1,5.6,10.8,0.516,1.5,3.4,0.433,3.5,4.5,0.778,1.4,4.4,5.8,3.2,1.5,0.3,1.5,2.4
285,Peter Suder,MIAMI,18,33.1,16,5.8,11.1,0.52,1.2,3.2,0.368,3.3,4.4,0.738,1.3,3.8,5.2,4.3,1.6,0.6,2.1,3.2
286,Tyler Lundblade,BLMNT,20,35.8,16,4.7,10.9,0.433,3.7,8.7,0.42,3,3.1,0.952,0.1,2.8,2.8,1.6,0.2,0.1,0.8,1.4
287,Jurian Dixon,UCI,20,30.9,16,5.8,13.3,0.432,2.1,5.4,0.393,2.4,3.2,0.762,0.8,2.9,3.6,2.4,1.2,0,1.8,1.6
288,Kobi Williams,MZZST,19,36.6,15.9,4.6,10.8,0.422,3.1,7.8,0.396,3.7,4.3,0.864,0.8,1.7,2.5,1.2,0.9,0.2,1.2,2.6
289,Ben Defty,BSTN,18,29.6,15.9,6.2,8.8,0.704,0,0,0,3.5,5.3,0.663,1.8,5.1,6.8,1.8,0.2,1.7,2.3,2.8
290,Nijel Pack,OKLA,18,30,15.9,5.8,12.7,0.456,3.1,7,0.437,1.3,1.6,0.828,0.6,2.6,3.2,2.7,0.4,0.2,1.9,1.8
291,Henri Veesaar,UNC,16,30.9,15.9,6.6,11.1,0.593,1.1,3,0.354,1.8,3.1,0.56,2.1,5.6,7.7,2.1,0.7,1.2,1.3,2.7
292,Ernest Shelton,MERRI,20,37.3,15.9,4.3,11.1,0.387,2.7,8,0.338,4.6,5.2,0.893,0.5,2.7,3.2,1.1,1.1,0.6,1,2
293,Toyaz Solomon,UNCA,16,35.4,15.9,5.6,13.6,0.41,1,3.3,0.308,3.8,5.6,0.667,2.9,4.9,7.8,2.2,1.1,1.6,2.4,2.1
294,Parsa Fallah,OKST,15,29.3,15.9,5.9,10.1,0.579,0.7,1.7,0.423,3.4,5,0.68,2.7,3.3,5.9,0.9,1.1,0.4,1,2.1
295,Nick Townsend,YALE,13,32.5,15.8,4.9,9.9,0.496,1.4,3.2,0.439,4.6,5.7,0.811,2.3,5.1,7.4,4,1.4,0.2,2.7,1.2
296,Donte Bacchus,UNA,18,34.7,15.8,5.5,11.2,0.493,0.6,1.9,0.294,4.3,6.7,0.642,2.1,3.8,5.9,1,0.7,0.4,1.3,1.9
297,Xzayvier Brown,OKLA,18,33.1,15.8,5.5,12.2,0.45,1.9,4.8,0.395,2.9,3.4,0.869,0.3,2.6,2.9,2.8,1.2,0.2,1.7,2
298,Tahaad Pettiford,AUB,18,33.7,15.8,5.6,13.3,0.417,1.7,6.1,0.273,3.1,3.7,0.821,0.3,2.7,3,4.2,1.1,0.2,2.1,2.8
299,A.J. Dancler,CCU,18,33.6,15.8,5.3,13.2,0.405,2.3,6.3,0.368,2.8,3.8,0.75,0.7,4.3,5.1,1.6,0.6,0.1,1.6,2.4
300,M.J. Collins,USU,20,29.6,15.8,5.2,11.8,0.443,2.2,6.6,0.326,3.3,4.1,0.793,0.4,1.7,2.1,1.2,0.6,0.1,1,1.7
301,Javon Jackson,MRRY,20,25.8,15.8,5.5,13,0.425,1.5,4.5,0.326,3.4,4,0.848,0.5,2,2.5,2.9,1.4,0.1,2.7,2.8
302,L.J. Wells,NKU,19,31.2,15.8,5.3,9.7,0.549,0.5,1.7,0.303,4.6,6.8,0.677,2.4,4.4,6.7,2.3,0.8,0.8,1.9,2.6
303,Ethan Potter,UTECH,18,32.7,15.8,6.2,10.5,0.593,0.2,0.5,0.333,3.2,4,0.792,2.3,6.2,8.6,2.3,0.7,0.8,1.4,2
304,Angelo Brizzi,BUFF,18,31.8,15.8,5.1,10.7,0.479,1.6,4.2,0.368,4,4.8,0.837,0.7,2.3,2.9,2.2,1.6,0.3,2.4,2.7
305,Cole Certa,ND,18,31.5,15.8,4.5,12.2,0.368,2.9,8.3,0.353,3.8,4.4,0.863,0.4,1.5,1.9,0.8,0.4,0,0.8,1.8
306,Rob Martin,HP,16,27.8,15.8,4.5,11.4,0.396,1.3,4.6,0.274,5.5,6.3,0.88,0.3,1.4,1.6,2.9,1.5,0,1.3,2.1
307,Derek Simpson,STJOE,18,36.1,15.7,5.2,12.2,0.425,1.8,5.4,0.337,3.6,3.9,0.901,1,3.7,4.7,6.3,1.6,0.1,2.3,1.1
308,Ethan Copeland,STET,18,34.3,15.7,5.2,12.2,0.429,3.3,7.9,0.423,1.9,2.3,0.833,0.4,3.7,4.2,2.2,1.6,0,1,1.4
309,Aiden Tobiason,TEM,18,35.9,15.7,5.1,10.9,0.464,1.3,4.3,0.295,4.3,5.3,0.821,0.4,3.6,4.1,2.1,1.3,0.1,1.4,2.3
310,DeShawn Gory,FRSNO,20,32.8,15.7,6.4,13.3,0.483,0.8,3.5,0.232,2.1,3.1,0.689,1.1,6.6,7.6,2.5,0.8,0.4,1.9,1.6
311,Jaden Winston,MAN,20,36.4,15.7,5.1,11.4,0.449,1.4,4,0.342,4.2,5.1,0.814,0.7,2.5,3.2,4.1,2.7,0.1,2.2,2.9
312,C.J. O'Hara,UWGB,20,33.7,15.7,5.3,9.1,0.58,0.3,0.7,0.462,4.9,5.9,0.831,1.8,2.8,4.6,1.4,1.2,0.2,1.6,2.1
313,Carl Parrish,PRSBY,16,36.3,15.7,5.2,11.8,0.439,2.2,5.4,0.407,3.1,3.5,0.893,0.2,2.5,2.7,2.8,0.7,0.2,1.4,2
314,Jackson Holcombe,UVU,18,31.2,15.7,6,11.7,0.512,0.2,0.9,0.176,3.5,5.5,0.636,2.3,4.4,6.8,3.7,2.4,1.2,2.8,3.3
315,Shane Blakeney,DREX,18,34.4,15.7,6,12.9,0.464,2.1,5.4,0.381,1.6,2.6,0.63,0.9,4.4,5.3,2.2,0.8,0.6,2.2,1.3
316,Cord Stansberry,WCU,18,30.6,15.7,4.9,13.1,0.379,2.1,6.7,0.314,3.7,4.4,0.825,0.7,3,3.7,2.1,0.9,0,1.2,1.7
317,C.J. Ray,CHIST,18,33.9,15.6,6,14,0.429,1.5,3.7,0.403,2.1,2.6,0.826,2.2,2.9,5.2,1.9,0.9,0.1,1.2,2.4
